card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
aprender__imperfecto_subjuntivo,117,aprender,aprender,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,aprendiera,aprendieras,aprendiera,aprendiéramos,aprendieran,
aprender__imperativo,117,aprender,aprender,imperativo,Imperativo,regular,er,no,regular,sí,,aprende / no aprendas,aprenda / no aprenda,aprendamos / no aprendamos,aprendan / no aprendan,
acordarse__presente_indicativo,125,acordarse,acordar,presente_indicativo,Presente,irregular,ar,sí,o→ue,sí,me acuerdo,te acuerdas,se acuerda,nos acordamos,se acuerdan,
acordarse__preterito,125,acordarse,acordar,preterito,Pretérito,regular,ar,sí,regular,sí,me acordé,te acordaste,se acordó,nos acordamos,se acordaron,
acordarse__imperfecto,125,acordarse,acordar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me acordaba,te acordabas,se acordaba,nos acordábamos,se acordaban,
acordarse__futuro,125,acordarse,acordar,futuro,Futuro,regular,ar,sí,regular,sí,me acordaré,te acordarás,se acordará,nos acordaremos,se acordarán,
acordarse__condicional,125,acordarse,acordar,condicional,Condicional,regular,ar,sí,regular,sí,me acordaría,te acordarías,se acordaría,nos acordaríamos,se acordarían,
acordarse__presente_subjuntivo,125,acordarse,acordar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,o→ue,sí,me acuerde,te acuerdes,se acuerde,nos acordemos,se acuerden,
acordarse__imperfecto_subjuntivo,125,acordarse,acordar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me acordara,te acordaras,se acordara,nos acordáramos,se acordaran,
acordarse__imperativo,125,acordarse,acordar,imperativo,Imperativo,irregular,ar,sí,o→ue,sí,,acuérdate / no te acuerdes,acuérdese / no se acuerde,acordémonos / no nos acordemos,acuérdense / no se acuerden,
cerrar__presente_indicativo,126,cerrar,cerrar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,cierro,cierras,cierra,cerramos,cierran,
cerrar__preterito,126,cerrar,cerrar,preterito,Pretérito,regular,ar,no,regular,sí,cerré,cerraste,cerró,cerramos,cerraron,
cerrar__imperfecto,126,cerrar,cerrar,imperfecto,Imperfecto,regular,ar,no,regular,sí,cerraba,cerrabas,cerraba,cerrábamos,cerraban,
cerrar__futuro,126,cerrar,cerrar,futuro,Futuro,regular,ar,no,regular,sí,cerraré,cerrarás,cerrará,cerraremos,cerrarán,
cerrar__condicional,126,cerrar,cerrar,condicional,Condicional,regular,ar,no,regular,sí,cerraría,cerrarías,cerraría,cerraríamos,cerrarían,
cerrar__presente_subjuntivo,126,cerrar,cerrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,cierre,cierres,cierre,cerremos,cierren,
cerrar__imperfecto_subjuntivo,126,cerrar,cerrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,cerrara,cerraras,cerrara,cerráramos,cerraran,
cerrar__imperativo,126,cerrar,cerrar,imperativo,Imperativo,irregular,ar,no,e→ie,sí,,cierra / no cierres,cierre / no cierre,cerremos / no cerremos,cierren / no cierren,
crecer__presente_indicativo,129,crecer,crecer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,crezco,creces,crece,crecemos,crecen,
crecer__preterito,129,crecer,crecer,preterito,Pretérito,regular,er,no,regular,sí,crecí,creciste,creció,crecimos,crecieron,
crecer__imperfecto,129,crecer,crecer,imperfecto,Imperfecto,regular,er,no,regular,sí,crecía,crecías,crecía,crecíamos,crecían,
crecer__futuro,129,crecer,crecer,futuro,Futuro,regular,er,no,regular,sí,creceré,crecerás,crecerá,creceremos,crecerán,
crecer__condicional,129,crecer,crecer,condicional,Condicional,regular,er,no,regular,sí,crecería,crecerías,crecería,creceríamos,crecerían,
crecer__presente_subjuntivo,129,crecer,crecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,crezca,crezcas,crezca,crezcamos,crezcan,
crecer__imperfecto_subjuntivo,129,crecer,crecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,creciera,crecieras,creciera,creciéramos,crecieran,
crecer__imperativo,129,crecer,crecer,imperativo,Imperativo,irregular,er,no,-cer→-zc-,sí,,crece / no crezcas,crezca / no crezca,crezcamos / no crezcamos,crezcan / no crezcan,
explicar__presente_indicativo,130,explicar,explicar,presente_indicativo,Presente,regular,ar,no,regular,sí,explico,explicas,explica,explicamos,explican,
explicar__preterito,130,explicar,explicar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,expliqué,explicaste,explicó,explicamos,explicaron,
explicar__imperfecto,130,explicar,explicar,imperfecto,Imperfecto,regular,ar,no,regular,sí,explicaba,explicabas,explicaba,explicábamos,explicaban,
explicar__futuro,130,explicar,explicar,futuro,Futuro,regular,ar,no,regular,sí,explicaré,explicarás,explicará,explicaremos,explicarán,
explicar__condicional,130,explicar,explicar,condicional,Condicional,regular,ar,no,regular,sí,explicaría,explicarías,explicaría,explicaríamos,explicarían,
explicar__presente_subjuntivo,130,explicar,explicar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,explique,expliques,explique,expliquemos,expliquen,
explicar__imperfecto_subjuntivo,130,explicar,explicar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,explicara,explicaras,explicara,explicáramos,explicaran,
explicar__imperativo,130,explicar,explicar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,explica / no expliques,explique / no explique,expliquemos / no expliquemos,expliquen / no expliquen,
leer__presente_indicativo,132,leer,leer,presente_indicativo,Presente,regular,er,no,regular,sí,leo,lees,lee,leemos,leen,
leer__preterito,132,leer,leer,preterito,Pretérito,irregular,er,no,i→y,sí,leí,leíste,leyó,leímos,leyeron,
leer__imperfecto,132,leer,leer,imperfecto,Imperfecto,regular,er,no,regular,sí,leía,leías,leía,leíamos,leían,
leer__futuro,132,leer,leer,futuro,Futuro,regular,er,no,regular,sí,leeré,leerás,leerá,leeremos,leerán,
leer__condicional,132,leer,leer,condicional,Condicional,regular,er,no,regular,sí,leería,leerías,leería,leeríamos,leerían,
leer__presente_subjuntivo,132,leer,leer,presente_subjuntivo,Presente de subjuntivo,regular,er,no,regular,sí,lea,leas,lea,leamos,lean,
leer__imperfecto_subjuntivo,132,leer,leer,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,no,i→y,sí,leyera,leyeras,leyera,leyéramos,leyeran,
leer__imperativo,132,leer,leer,imperativo,Imperativo,regular,er,no,regular,sí,,lee / no leas,lea / no lea,leamos / no leamos,lean / no lean,
darse_cuenta__presente_indicativo,136,darse cuenta,dar,presente_indicativo,Presente,irregular,ar,sí,yo irregular,sí,me doy cuenta,te das cuenta,se da cuenta,nos damos cuenta,se dan cuenta,
darse_cuenta__preterito,136,darse cuenta,dar,preterito,Pretérito,irregular,ar,sí,muy irregular,sí,me di cuenta,te diste cuenta,se dio cuenta,nos dimos cuenta,se dieron cuenta,
darse_cuenta__imperfecto,136,darse cuenta,dar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me daba cuenta,te dabas cuenta,se daba cuenta,nos dábamos cuenta,se daban cuenta,
darse_cuenta__futuro,136,darse cuenta,dar,futuro,Futuro,regular,ar,sí,regular,sí,me daré cuenta,te darás cuenta,se dará cuenta,nos daremos cuenta,se darán cuenta,
darse_cuenta__condicional,136,darse cuenta,dar,condicional,Condicional,regular,ar,sí,regular,sí,me daría cuenta,te darías cuenta,se daría cuenta,nos daríamos cuenta,se darían cuenta,
darse_cuenta__presente_subjuntivo,136,darse cuenta,dar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,muy irregular,sí,me dé cuenta,te des cuenta,se dé cuenta,nos demos cuenta,se den cuenta,
darse_cuenta__imperfecto_subjuntivo,136,darse cuenta,dar,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ar,sí,muy irregular,sí,me diera cuenta,te dieras cuenta,se diera cuenta,nos diéramos cuenta,se dieran cuenta,
darse_cuenta__imperativo,136,darse cuenta,dar,imperativo,Imperativo,irregular,ar,sí,muy irregular,sí,,date cuenta / no te des cuenta,dese cuenta / no se dé cuenta,démonos cuenta / no nos demos cuenta,dense cuenta / no se den cuenta,
vacunar__presente_indicativo,137,vacunar,vacunar,presente_indicativo,Presente,regular,ar,no,regular,sí,vacuno,vacunas,vacuna,vacunamos,vacunan,
vacunar__preterito,137,vacunar,vacunar,preterito,Pretérito,regular,ar,no,regular,sí,vacuné,vacunaste,vacunó,vacunamos,vacunaron,
vacunar__imperfecto,137,vacunar,vacunar,imperfecto,Imperfecto,regular,ar,no,regular,sí,vacunaba,vacunabas,vacunaba,vacunábamos,vacunaban,
vacunar__futuro,137,vacunar,vacunar,futuro,Futuro,regular,ar,no,regular,sí,vacunaré,vacunarás,vacunará,vacunaremos,vacunarán,
vacunar__condicional,137,vacunar,vacunar,condicional,Condicional,regular,ar,no,regular,sí,vacunaría,vacunarías,vacunaría,vacunaríamos,vacunarían,
vacunar__presente_subjuntivo,137,vacunar,vacunar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,vacune,vacunes,vacune,vacunemos,vacunen,
vacunar__imperfecto_subjuntivo,137,vacunar,vacunar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,vacunara,vacunaras,vacunara,vacunáramos,vacunaran,
vacunar__imperativo,137,vacunar,vacunar,imperativo,Imperativo,regular,ar,no,regular,sí,,vacuna / no vacunes,vacune / no vacune,vacunemos / no vacunemos,vacunen / no vacunen,
alcanzar__presente_indicativo,138,alcanzar,alcanzar,presente_indicativo,Presente,regular,ar,no,regular,sí,alcanzo,alcanzas,alcanza,alcanzamos,alcanzan,
alcanzar__preterito,138,alcanzar,alcanzar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,alcancé,alcanzaste,alcanzó,alcanzamos,alcanzaron,
alcanzar__imperfecto,138,alcanzar,alcanzar,imperfecto,Imperfecto,regular,ar,no,regular,sí,alcanzaba,alcanzabas,alcanzaba,alcanzábamos,alcanzaban,
alcanzar__futuro,138,alcanzar,alcanzar,futuro,Futuro,regular,ar,no,regular,sí,alcanzaré,alcanzarás,alcanzará,alcanzaremos,alcanzarán,
alcanzar__condicional,138,alcanzar,alcanzar,condicional,Condicional,regular,ar,no,regular,sí,alcanzaría,alcanzarías,alcanzaría,alcanzaríamos,alcanzarían,
alcanzar__presente_subjuntivo,138,alcanzar,alcanzar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,alcance,alcances,alcance,alcancemos,alcancen,
alcanzar__imperfecto_subjuntivo,138,alcanzar,alcanzar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,alcanzara,alcanzaras,alcanzara,alcanzáramos,alcanzaran,
alcanzar__imperativo,138,alcanzar,alcanzar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,alcanza / no alcances,alcance / no alcance,alcancemos / no alcancemos,alcancen / no alcancen,
calentar__presente_indicativo,140,calentar,calentar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,caliento,calientas,calienta,calentamos,calientan,
calentar__preterito,140,calentar,calentar,preterito,Pretérito,regular,ar,no,regular,sí,calenté,calentaste,calentó,calentamos,calentaron,
calentar__imperfecto,140,calentar,calentar,imperfecto,Imperfecto,regular,ar,no,regular,sí,calentaba,calentabas,calentaba,calentábamos,calentaban,
calentar__futuro,140,calentar,calentar,futuro,Futuro,regular,ar,no,regular,sí,calentaré,calentarás,calentará,calentaremos,calentarán,
calentar__condicional,140,calentar,calentar,condicional,Condicional,regular,ar,no,regular,sí,calentaría,calentarías,calentaría,calentaríamos,calentarían,
calentar__presente_subjuntivo,140,calentar,calentar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,caliente,calientes,caliente,calentemos,calienten,
calentar__imperfecto_subjuntivo,140,calentar,calentar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,calentara,calentaras,calentara,calentáramos,calentaran,
calentar__imperativo,140,calentar,calentar,imperativo,Imperativo,irregular,ar,no,e→ie,sí,,calienta / no calientes,caliente / no caliente,calentemos / no calentemos,calienten / no calienten,
marcar__presente_indicativo,143,marcar,marcar,presente_indicativo,Presente,regular,ar,no,regular,sí,marco,marcas,marca,marcamos,marcan,
marcar__preterito,143,marcar,marcar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,marqué,marcaste,marcó,marcamos,marcaron,
marcar__imperfecto,143,marcar,marcar,imperfecto,Imperfecto,regular,ar,no,regular,sí,marcaba,marcabas,marcaba,marcábamos,marcaban,
marcar__futuro,143,marcar,marcar,futuro,Futuro,regular,ar,no,regular,sí,marcaré,marcarás,marcará,marcaremos,marcarán,
marcar__condicional,143,marcar,marcar,condicional,Condicional,regular,ar,no,regular,sí,marcaría,marcarías,marcaría,marcaríamos,marcarían,
marcar__presente_subjuntivo,143,marcar,marcar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,marque,marques,marque,marquemos,marquen,
marcar__imperfecto_subjuntivo,143,marcar,marcar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,marcara,marcaras,marcara,marcáramos,marcaran,
marcar__imperativo,143,marcar,marcar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,marca / no marques,marque / no marque,marquemos / no marquemos,marquen / no marquen,
recordar__presente_indicativo,154,recordar,recordar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,recuerdo,recuerdas,recuerda,recordamos,recuerdan,
recordar__preterito,154,recordar,recordar,preterito,Pretérito,regular,ar,no,regular,sí,recordé,recordaste,recordó,recordamos,recordaron,
recordar__imperfecto,154,recordar,recordar,imperfecto,Imperfecto,regular,ar,no,regular,sí,recordaba,recordabas,recordaba,recordábamos,recordaban,
recordar__futuro,154,recordar,recordar,futuro,Futuro,regular,ar,no,regular,sí,recordaré,recordarás,recordará,recordaremos,recordarán,
recordar__condicional,154,recordar,recordar,condicional,Condicional,regular,ar,no,regular,sí,recordaría,recordarías,recordaría,recordaríamos,recordarían,
recordar__presente_subjuntivo,154,recordar,recordar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,recuerde,recuerdes,recuerde,recordemos,recuerden,
recordar__imperfecto_subjuntivo,154,recordar,recordar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,recordara,recordaras,recordara,recordáramos,recordaran,
recordar__imperativo,154,recordar,recordar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,recuerda / no recuerdes,recuerde / no recuerde,recordemos / no recordemos,recuerden / no recuerden,
cocinar__presente_indicativo,155,cocinar,cocinar,presente_indicativo,Presente,regular,ar,no,regular,sí,cocino,cocinas,cocina,cocinamos,cocinan,
cocinar__preterito,155,cocinar,cocinar,preterito,Pretérito,regular,ar,no,regular,sí,cociné,cocinaste,cocinó,cocinamos,cocinaron,
cocinar__imperfecto,155,cocinar,cocinar,imperfecto,Imperfecto,regular,ar,no,regular,sí,cocinaba,cocinabas,cocinaba,cocinábamos,cocinaban,
cocinar__futuro,155,cocinar,cocinar,futuro,Futuro,regular,ar,no,regular,sí,cocinaré,cocinarás,cocinará,cocinaremos,cocinarán,
cocinar__condicional,155,cocinar,cocinar,condicional,Condicional,regular,ar,no,regular,sí,cocinaría,cocinarías,cocinaría,cocinaríamos,cocinarían,
cocinar__presente_subjuntivo,155,cocinar,cocinar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,cocine,cocines,cocine,cocinemos,cocinen,
cocinar__imperfecto_subjuntivo,155,cocinar,cocinar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,cocinara,cocinaras,cocinara,cocináramos,cocinaran,
cocinar__imperativo,155,cocinar,cocinar,imperativo,Imperativo,regular,ar,no,regular,sí,,cocina / no cocines,cocine / no cocine,cocinemos / no cocinemos,cocinen / no cocinen,
dormirse__presente_indicativo,157,dormirse,dormir,presente_indicativo,Presente,irregular,ir,sí,o→ue,sí,me duermo,te duermes,se duerme,nos dormimos,se duermen,
dormirse__preterito,157,dormirse,dormir,preterito,Pretérito,irregular,ir,sí,o→u (3.ª persona),sí,me dormí,te dormiste,se durmió,nos dormimos,se durmieron,
dormirse__imperfecto,157,dormirse,dormir,imperfecto,Imperfecto,regular,ir,sí,regular,sí,me dormía,te dormías,se dormía,nos dormíamos,se dormían,
dormirse__futuro,157,dormirse,dormir,futuro,Futuro,regular,ir,sí,regular,sí,me dormiré,te dormirás,se dormirá,nos dormiremos,se dormirán,
dormirse__condicional,157,dormirse,dormir,condicional,Condicional,regular,ir,sí,regular,sí,me dormiría,te dormirías,se dormiría,nos dormiríamos,se dormirían,
dormirse__presente_subjuntivo,157,dormirse,dormir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,sí,o→ue/o→u (-ir),sí,me duerma,te duermas,se duerma,nos durmamos,se duerman,
dormirse__imperfecto_subjuntivo,157,dormirse,dormir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,sí,o→u,sí,me durmiera,te durmieras,se durmiera,nos durmiéramos,se durmieran,
dormirse__imperativo,157,dormirse,dormir,imperativo,Imperativo,irregular,ir,sí,o→ue/o→u (-ir),sí,,duérmete / no te duermas,duérmase / no se duerma,durmámonos / no nos durmamos,duérmanse / no se duerman,
costar__presente_indicativo,158,costar,costar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,cuesto,cuestas,cuesta,costamos,cuestan,
costar__preterito,158,costar,costar,preterito,Pretérito,regular,ar,no,regular,sí,costé,costaste,costó,costamos,costaron,
costar__imperfecto,158,costar,costar,imperfecto,Imperfecto,regular,ar,no,regular,sí,costaba,costabas,costaba,costábamos,costaban,
costar__futuro,158,costar,costar,futuro,Futuro,regular,ar,no,regular,sí,costaré,costarás,costará,costaremos,costarán,
costar__condicional,158,costar,costar,condicional,Condicional,regular,ar,no,regular,sí,costaría,costarías,costaría,costaríamos,costarían,
costar__presente_subjuntivo,158,costar,costar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,cueste,cuestes,cueste,costemos,cuesten,
costar__imperfecto_subjuntivo,158,costar,costar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,costara,costaras,costara,costáramos,costaran,
