card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
caber__imperativo,175,caber,caber,imperativo,Imperativo,irregular,er,no,yo irregular,sí,,cabe / no quepas,quepa / no quepa,quepamos / no quepamos,quepan / no quepan,
probar__presente_indicativo,177,probar,probar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,pruebo,pruebas,prueba,probamos,prueban,
probar__preterito,177,probar,probar,preterito,Pretérito,regular,ar,no,regular,sí,probé,probaste,probó,probamos,probaron,
probar__imperfecto,177,probar,probar,imperfecto,Imperfecto,regular,ar,no,regular,sí,probaba,probabas,probaba,probábamos,probaban,
probar__futuro,177,probar,probar,futuro,Futuro,regular,ar,no,regular,sí,probaré,probarás,probará,probaremos,probarán,
probar__condicional,177,probar,probar,condicional,Condicional,regular,ar,no,regular,sí,probaría,probarías,probaría,probaríamos,probarían,
probar__presente_subjuntivo,177,probar,probar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,pruebe,pruebes,pruebe,probemos,prueben,
probar__imperfecto_subjuntivo,177,probar,probar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,probara,probaras,probara,probáramos,probaran,
probar__imperativo,177,probar,probar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,prueba / no pruebes,pruebe / no pruebe,probemos / no probemos,prueben / no prueben,
aparecer__presente_indicativo,180,aparecer,aparecer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,aparezco,apareces,aparece,aparecemos,aparecen,
aparecer__preterito,180,aparecer,aparecer,preterito,Pretérito,regular,er,no,regular,sí,aparecí,apareciste,apareció,aparecimos,aparecieron,
aparecer__imperfecto,180,aparecer,aparecer,imperfecto,Imperfecto,regular,er,no,regular,sí,aparecía,aparecías,aparecía,aparecíamos,aparecían,
aparecer__futuro,180,aparecer,aparecer,futuro,Futuro,regular,er,no,regular,sí,apareceré,aparecerás,aparecerá,apareceremos,aparecerán,
aparecer__condicional,180,aparecer,aparecer,condicional,Condicional,regular,er,no,regular,sí,aparecería,aparecerías,aparecería,apareceríamos,aparecerían,
aparecer__presente_subjuntivo,180,aparecer,aparecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,aparezca,aparezcas,aparezca,aparezcamos,aparezcan,
aparecer__imperfecto_subjuntivo,180,aparecer,aparecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,apareciera,aparecieras,apareciera,apareciéramos,aparecieran,
aparecer__imperativo,180,aparecer,aparecer,imperativo,Imperativo,irregular,er,no,-cer→-zc-,sí,,aparece / no aparezcas,aparezca / no aparezca,aparezcamos / no aparezcamos,aparezcan / no aparezcan,
vestir__presente_indicativo,189,vestir,vestir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,visto,vistes,viste,vestimos,visten,
vestir__preterito,189,vestir,vestir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,vestí,vestiste,vistió,vestimos,vistieron,
vestir__imperfecto,189,vestir,vestir,imperfecto,Imperfecto,regular,ir,no,regular,sí,vestía,vestías,vestía,vestíamos,vestían,
vestir__futuro,189,vestir,vestir,futuro,Futuro,regular,ir,no,regular,sí,vestiré,vestirás,vestirá,vestiremos,vestirán,
vestir__condicional,189,vestir,vestir,condicional,Condicional,regular,ir,no,regular,sí,vestiría,vestirías,vestiría,vestiríamos,vestirían,
vestir__presente_subjuntivo,189,vestir,vestir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i,sí,vista,vistas,vista,vistamos,vistan,
vestir__imperfecto_subjuntivo,189,vestir,vestir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,vistiera,vistieras,vistiera,vistiéramos,vistieran,
vestir__imperativo,189,vestir,vestir,imperativo,Imperativo,irregular,ir,no,e→i,sí,,viste / no vistas,vista / no vista,vistamos / no vistamos,vistan / no vistan,
despertar__presente_indicativo,192,despertar,despertar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,despierto,despiertas,despierta,despertamos,despiertan,
despertar__preterito,192,despertar,despertar,preterito,Pretérito,regular,ar,no,regular,sí,desperté,despertaste,despertó,despertamos,despertaron,
despertar__imperfecto,192,despertar,despertar,imperfecto,Imperfecto,regular,ar,no,regular,sí,despertaba,despertabas,despertaba,despertábamos,despertaban,
despertar__futuro,192,despertar,despertar,futuro,Futuro,regular,ar,no,regular,sí,despertaré,despertarás,despertará,despertaremos,despertarán,
despertar__condicional,192,despertar,despertar,condicional,Condicional,regular,ar,no,regular,sí,despertaría,despertarías,despertaría,despertaríamos,despertarían,
despertar__presente_subjuntivo,192,despertar,despertar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,despierte,despiertes,despierte,despertemos,despierten,
despertar__imperfecto_subjuntivo,192,despertar,despertar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,despertara,despertaras,despertara,despertáramos,despertaran,
despertar__imperativo,192,despertar,despertar,imperativo,Imperativo,irregular,ar,no,e→ie,sí,,despierta / no despiertes,despierte / no despierte,despertemos / no despertemos,despierten / no despierten,
parecerse__presente_indicativo,196,parecerse,parecer,presente_indicativo,Presente,irregular,er,sí,yo→-zco,sí,me parezco,te pareces,se parece,nos parecemos,se parecen,
parecerse__preterito,196,parecerse,parecer,preterito,Pretérito,regular,er,sí,regular,sí,me parecí,te pareciste,se pareció,nos parecimos,se parecieron,
parecerse__imperfecto,196,parecerse,parecer,imperfecto,Imperfecto,regular,er,sí,regular,sí,me parecía,te parecías,se parecía,nos parecíamos,se parecían,
parecerse__futuro,196,parecerse,parecer,futuro,Futuro,regular,er,sí,regular,sí,me pareceré,te parecerás,se parecerá,nos pareceremos,se parecerán,
parecerse__condicional,196,parecerse,parecer,condicional,Condicional,regular,er,sí,regular,sí,me parecería,te parecerías,se parecería,nos pareceríamos,se parecerían,
parecerse__presente_subjuntivo,196,parecerse,parecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,yo irregular,sí,me parezca,te parezcas,se parezca,nos parezcamos,se parezcan,
parecerse__imperfecto_subjuntivo,196,parecerse,parecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,sí,regular,sí,me pareciera,te parecieras,se pareciera,nos pareciéramos,se parecieran,
parecerse__imperativo,196,parecerse,parecer,imperativo,Imperativo,irregular,er,sí,-cer→-zc-,sí,,parécete / no te parezcas,parézcase / no se parezca,parezcámonos / no nos parezcamos,parézcanse / no se parezcan,
encargar__presente_indicativo,197,encargar,encargar,presente_indicativo,Presente,regular,ar,no,regular,sí,encargo,encargas,encarga,encargamos,encargan,
encargar__preterito,197,encargar,encargar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,encargué,encargaste,encargó,encargamos,encargaron,
encargar__imperfecto,197,encargar,encargar,imperfecto,Imperfecto,regular,ar,no,regular,sí,encargaba,encargabas,encargaba,encargábamos,encargaban,
encargar__futuro,197,encargar,encargar,futuro,Futuro,regular,ar,no,regular,sí,encargaré,encargarás,encargará,encargaremos,encargarán,
encargar__condicional,197,encargar,encargar,condicional,Condicional,regular,ar,no,regular,sí,encargaría,encargarías,encargaría,encargaríamos,encargarían,
encargar__presente_subjuntivo,197,encargar,encargar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,encargue,encargues,encargue,encarguemos,encarguen,
encargar__imperfecto_subjuntivo,197,encargar,encargar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,encargara,encargaras,encargara,encargáramos,encargaran,
encargar__imperativo,197,encargar,encargar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,encarga / no encargues,encargue / no encargue,encarguemos / no encarguemos,encarguen / no encarguen,
picar__presente_indicativo,203,picar,picar,presente_indicativo,Presente,regular,ar,no,regular,sí,pico,picas,pica,picamos,pican,
picar__preterito,203,picar,picar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,piqué,picaste,picó,picamos,picaron,
picar__imperfecto,203,picar,picar,imperfecto,Imperfecto,regular,ar,no,regular,sí,picaba,picabas,picaba,picábamos,picaban,
picar__futuro,203,picar,picar,futuro,Futuro,regular,ar,no,regular,sí,picaré,picarás,picará,picaremos,picarán,
picar__condicional,203,picar,picar,condicional,Condicional,regular,ar,no,regular,sí,picaría,picarías,picaría,picaríamos,picarían,
picar__presente_subjuntivo,203,picar,picar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,pique,piques,pique,piquemos,piquen,
picar__imperfecto_subjuntivo,203,picar,picar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,picara,picaras,picara,picáramos,picaran,
picar__imperativo,203,picar,picar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,pica / no piques,pique / no pique,piquemos / no piquemos,piquen / no piquen,
recoger__presente_indicativo,210,recoger,recoger,presente_indicativo,Presente,irregular,er,no,yo irregular,sí,recojo,recoges,recoge,recogemos,recogen,
recoger__preterito,210,recoger,recoger,preterito,Pretérito,regular,er,no,regular,sí,recogí,recogiste,recogió,recogimos,recogieron,
recoger__imperfecto,210,recoger,recoger,imperfecto,Imperfecto,regular,er,no,regular,sí,recogía,recogías,recogía,recogíamos,recogían,
recoger__futuro,210,recoger,recoger,futuro,Futuro,regular,er,no,regular,sí,recogeré,recogerás,recogerá,recogeremos,recogerán,
recoger__condicional,210,recoger,recoger,condicional,Condicional,regular,er,no,regular,sí,recogería,recogerías,recogería,recogeríamos,recogerían,
recoger__presente_subjuntivo,210,recoger,recoger,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,recoja,recojas,recoja,recojamos,recojan,
recoger__imperfecto_subjuntivo,210,recoger,recoger,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,recogiera,recogieras,recogiera,recogiéramos,recogieran,
recoger__imperativo,210,recoger,recoger,imperativo,Imperativo,irregular,er,no,cambio ortográfico,sí,,recoge / no recojas,recoja / no recoja,recojamos / no recojamos,recojan / no recojan,
mostrar__presente_indicativo,217,mostrar,mostrar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,muestro,muestras,muestra,mostramos,muestran,
mostrar__preterito,217,mostrar,mostrar,preterito,Pretérito,regular,ar,no,regular,sí,mostré,mostraste,mostró,mostramos,mostraron,
mostrar__imperfecto,217,mostrar,mostrar,imperfecto,Imperfecto,regular,ar,no,regular,sí,mostraba,mostrabas,mostraba,mostrábamos,mostraban,
mostrar__futuro,217,mostrar,mostrar,futuro,Futuro,regular,ar,no,regular,sí,mostraré,mostrarás,mostrará,mostraremos,mostrarán,
mostrar__condicional,217,mostrar,mostrar,condicional,Condicional,regular,ar,no,regular,sí,mostraría,mostrarías,mostraría,mostraríamos,mostrarían,
mostrar__presente_subjuntivo,217,mostrar,mostrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,muestre,muestres,muestre,mostremos,muestren,
mostrar__imperfecto_subjuntivo,217,mostrar,mostrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,mostrara,mostraras,mostrara,mostráramos,mostraran,
mostrar__imperativo,217,mostrar,mostrar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,muestra / no muestres,muestre / no muestre,mostremos / no mostremos,muestren / no muestren,
medir__presente_indicativo,218,medir,medir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,mido,mides,mide,medimos,miden,
medir__preterito,218,medir,medir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,medí,mediste,midió,medimos,midieron,
medir__imperfecto,218,medir,medir,imperfecto,Imperfecto,regular,ir,no,regular,sí,medía,medías,medía,medíamos,medían,
medir__futuro,218,medir,medir,futuro,Futuro,regular,ir,no,regular,sí,mediré,medirás,medirá,mediremos,medirán,
medir__condicional,218,medir,medir,condicional,Condicional,regular,ir,no,regular,sí,mediría,medirías,mediría,mediríamos,medirían,
medir__presente_subjuntivo,218,medir,medir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i,sí,mida,midas,mida,midamos,midan,
medir__imperfecto_subjuntivo,218,medir,medir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,midiera,midieras,midiera,midiéramos,midieran,
medir__imperativo,218,medir,medir,imperativo,Imperativo,irregular,ir,no,e→i,sí,,mide / no midas,mida / no mida,midamos / no midamos,midan / no midan,
tragar__presente_indicativo,224,tragar,tragar,presente_indicativo,Presente,regular,ar,no,regular,sí,trago,tragas,traga,tragamos,tragan,
tragar__preterito,224,tragar,tragar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,tragué,tragaste,tragó,tragamos,tragaron,
tragar__imperfecto,224,tragar,tragar,imperfecto,Imperfecto,regular,ar,no,regular,sí,tragaba,tragabas,tragaba,tragábamos,tragaban,
tragar__futuro,224,tragar,tragar,futuro,Futuro,regular,ar,no,regular,sí,tragaré,tragarás,tragará,tragaremos,tragarán,
tragar__condicional,224,tragar,tragar,condicional,Condicional,regular,ar,no,regular,sí,tragaría,tragarías,tragaría,tragaríamos,tragarían,
tragar__presente_subjuntivo,224,tragar,tragar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,trague,tragues,trague,traguemos,traguen,
tragar__imperfecto_subjuntivo,224,tragar,tragar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,tragara,tragaras,tragara,tragáramos,tragaran,
tragar__imperativo,224,tragar,tragar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,traga / no tragues,trague / no trague,traguemos / no traguemos,traguen / no traguen,
acercarse__presente_indicativo,226,acercarse,acercar,presente_indicativo,Presente,regular,ar,sí,regular,sí,me acerco,te acercas,se acerca,nos acercamos,se acercan,
acercarse__preterito,226,acercarse,acercar,preterito,Pretérito,irregular,ar,sí,cambio ortográfico,sí,me acerqué,te acercaste,se acercó,nos acercamos,se acercaron,
acercarse__imperfecto,226,acercarse,acercar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me acercaba,te acercabas,se acercaba,nos acercábamos,se acercaban,
acercarse__futuro,226,acercarse,acercar,futuro,Futuro,regular,ar,sí,regular,sí,me acercaré,te acercarás,se acercará,nos acercaremos,se acercarán,
acercarse__condicional,226,acercarse,acercar,condicional,Condicional,regular,ar,sí,regular,sí,me acercaría,te acercarías,se acercaría,nos acercaríamos,se acercarían,
acercarse__presente_subjuntivo,226,acercarse,acercar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,cambio ortográfico,sí,me acerque,te acerques,se acerque,nos acerquemos,se acerquen,
acercarse__imperfecto_subjuntivo,226,acercarse,acercar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me acercara,te acercaras,se acercara,nos acercáramos,se acercaran,
acercarse__imperativo,226,acercarse,acercar,imperativo,Imperativo,irregular,ar,sí,cambio ortográfico,sí,,acércate / no te acerques,acérquese / no se acerque,acerquémonos / no nos acerquemos,acérquense / no se acerquen,
volverse__presente_indicativo,232,volverse,volver,presente_indicativo,Presente,irregular,er,sí,o→ue,sí,me vuelvo,te vuelves,se vuelve,nos volvemos,se vuelven,
volverse__preterito,232,volverse,volver,preterito,Pretérito,regular,er,sí,regular,sí,me volví,te volviste,se volvió,nos volvimos,se volvieron,
volverse__imperfecto,232,volverse,volver,imperfecto,Imperfecto,regular,er,sí,regular,sí,me volvía,te volvías,se volvía,nos volvíamos,se volvían,
volverse__futuro,232,volverse,volver,futuro,Futuro,regular,er,sí,regular,sí,me volveré,te volverás,se volverá,nos volveremos,se volverán,
volverse__condicional,232,volverse,volver,condicional,Condicional,regular,er,sí,regular,sí,me volvería,te volverías,se volvería,nos volveríamos,se volverían,
volverse__presente_subjuntivo,232,volverse,volver,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,o→ue,sí,me vuelva,te vuelvas,se vuelva,nos volvamos,se vuelvan,
volverse__imperfecto_subjuntivo,232,volverse,volver,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,sí,regular,sí,me volviera,te volvieras,se volviera,nos volviéramos,se volvieran,
volverse__imperativo,232,volverse,volver,imperativo,Imperativo,irregular,er,sí,o→ue,sí,,vuélvete / no te vuelvas,vuélvase / no se vuelva,volvámonos / no nos volvamos,vuélvanse / no se vuelvan,
secar__presente_indicativo,235,secar,secar,presente_indicativo,Presente,regular,ar,no,regular,sí,seco,secas,seca,secamos,secan,
secar__preterito,235,secar,secar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,sequé,secaste,secó,secamos,secaron,
secar__imperfecto,235,secar,secar,imperfecto,Imperfecto,regular,ar,no,regular,sí,secaba,secabas,secaba,secábamos,secaban,
secar__futuro,235,secar,secar,futuro,Futuro,regular,ar,no,regular,sí,secaré,secarás,secará,secaremos,secarán,
secar__condicional,235,secar,secar,condicional,Condicional,regular,ar,no,regular,sí,secaría,secarías,secaría,secaríamos,secarían,
secar__presente_subjuntivo,235,secar,secar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,seque,seques,seque,sequemos,sequen,
secar__imperfecto_subjuntivo,235,secar,secar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,secara,secaras,secara,secáramos,secaran,
secar__imperativo,235,secar,secar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,seca / no seques,seque / no seque,sequemos / no sequemos,sequen / no sequen,
aventar__presente_indicativo,240,aventar,aventar,presente_indicativo,Presente,regular,ar,no,regular,sí,avento,aventas,aventa,aventamos,aventan,
aventar__preterito,240,aventar,aventar,preterito,Pretérito,regular,ar,no,regular,sí,aventé,aventaste,aventó,aventamos,aventaron,
aventar__imperfecto,240,aventar,aventar,imperfecto,Imperfecto,regular,ar,no,regular,sí,aventaba,aventabas,aventaba,aventábamos,aventaban,
aventar__futuro,240,aventar,aventar,futuro,Futuro,regular,ar,no,regular,sí,aventaré,aventarás,aventará,aventaremos,aventarán,
aventar__condicional,240,aventar,aventar,condicional,Condicional,regular,ar,no,regular,sí,aventaría,aventarías,aventaría,aventaríamos,aventarían,
aventar__presente_subjuntivo,240,aventar,aventar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,avente,aventes,avente,aventemos,aventen,
aventar__imperfecto_subjuntivo,240,aventar,aventar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,aventara,aventaras,aventara,aventáramos,aventaran,
aventar__imperativo,240,aventar,aventar,imperativo,Imperativo,regular,ar,no,regular,sí,,aventa / no aventes,avente / no avente,aventemos / no aventemos,aventen / no aventen,
reconocer__presente_indicativo,241,reconocer,reconocer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,reconozco,reconoces,reconoce,reconocemos,reconocen,
reconocer__preterito,241,reconocer,reconocer,preterito,Pretérito,regular,er,no,regular,sí,reconocí,reconociste,reconoció,reconocimos,reconocieron,
reconocer__imperfecto,241,reconocer,reconocer,imperfecto,Imperfecto,regular,er,no,regular,sí,reconocía,reconocías,reconocía,reconocíamos,reconocían,
reconocer__futuro,241,reconocer,reconocer,futuro,Futuro,regular,er,no,regular,sí,reconoceré,reconocerás,reconocerá,reconoceremos,reconocerán,
reconocer__condicional,241,reconocer,reconocer,condicional,Condicional,regular,er,no,regular,sí,reconocería,reconocerías,reconocería,reconoceríamos,reconocerían,
reconocer__presente_subjuntivo,241,reconocer,reconocer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,reconozca,reconozcas,reconozca,reconozcamos,reconozcan,
reconocer__imperfecto_subjuntivo,241,reconocer,reconocer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,reconociera,reconocieras,reconociera,reconociéramos,reconocieran,
reconocer__imperativo,241,reconocer,reconocer,imperativo,Imperativo,irregular,er,no,-cer→-zc-,sí,,reconoce / no reconozcas,reconozca / no reconozca,reconozcamos / no reconozcamos,reconozcan / no reconozcan,
ofrecer__presente_indicativo,242,ofrecer,ofrecer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,ofrezco,ofreces,ofrece,ofrecemos,ofrecen,
ofrecer__preterito,242,ofrecer,ofrecer,preterito,Pretérito,regular,er,no,regular,sí,ofrecí,ofreciste,ofreció,ofrecimos,ofrecieron,
ofrecer__imperfecto,242,ofrecer,ofrecer,imperfecto,Imperfecto,regular,er,no,regular,sí,ofrecía,ofrecías,ofrecía,ofrecíamos,ofrecían,
ofrecer__futuro,242,ofrecer,ofrecer,futuro,Futuro,regular,er,no,regular,sí,ofreceré,ofrecerás,ofrecerá,ofreceremos,ofrecerán,
ofrecer__condicional,242,ofrecer,ofrecer,condicional,Condicional,regular,er,no,regular,sí,ofrecería,ofrecerías,ofrecería,ofreceríamos,ofrecerían,
ofrecer__presente_subjuntivo,242,ofrecer,ofrecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,ofrezca,ofrezcas,ofrezca,ofrezcamos,ofrezcan,
ofrecer__imperfecto_subjuntivo,242,ofrecer,ofrecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,ofreciera,ofrecieras,ofreciera,ofreciéramos,ofrecieran,
ofrecer__imperativo,242,ofrecer,ofrecer,imperativo,Imperativo,irregular,er,no,-cer→-zc-,sí,,ofrece / no ofrezcas,ofrezca / no ofrezca,ofrezcamos / no ofrezcamos,ofrezcan / no ofrezcan,
atender__presente_indicativo,245,atender,atender,presente_indicativo,Presente,irregular,er,no,e→ie,sí,atiendo,atiendes,atiende,atendemos,atienden,
atender__preterito,245,atender,atender,preterito,Pretérito,regular,er,no,regular,sí,atendí,atendiste,atendió,atendimos,atendieron,
atender__imperfecto,245,atender,atender,imperfecto,Imperfecto,regular,er,no,regular,sí,atendía,atendías,atendía,atendíamos,atendían,
atender__futuro,245,atender,atender,futuro,Futuro,regular,er,no,regular,sí,atenderé,atenderás,atenderá,atenderemos,atenderán,
atender__condicional,245,atender,atender,condicional,Condicional,regular,er,no,regular,sí,atendería,atenderías,atendería,atenderíamos,atenderían,
atender__presente_subjuntivo,245,atender,atender,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,e→ie,sí,atienda,atiendas,atienda,atendamos,atiendan,
atender__imperfecto_subjuntivo,245,atender,atender,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,atendiera,atendieras,atendiera,atendiéramos,atendieran,
atender__imperativo,245,atender,atender,imperativo,Imperativo,irregular,er,no,e→ie,sí,,atiende / no atiendas,atienda / no atienda,atendamos / no atendamos,atiendan / no atiendan,
aplicar__presente_indicativo,248,aplicar,aplicar,presente_indicativo,Presente,regular,ar,no,regular,sí,aplico,aplicas,aplica,aplicamos,aplican,
aplicar__preterito,248,aplicar,aplicar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,apliqué,aplicaste,aplicó,aplicamos,aplicaron,
aplicar__imperfecto,248,aplicar,aplicar,imperfecto,Imperfecto,regular,ar,no,regular,sí,aplicaba,aplicabas,aplicaba,aplicábamos,aplicaban,
aplicar__futuro,248,aplicar,aplicar,futuro,Futuro,regular,ar,no,regular,sí,aplicaré,aplicarás,aplicará,aplicaremos,aplicarán,
aplicar__condicional,248,aplicar,aplicar,condicional,Condicional,regular,ar,no,regular,sí,aplicaría,aplicarías,aplicaría,aplicaríamos,aplicarían,
aplicar__presente_subjuntivo,248,aplicar,aplicar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,aplique,apliques,aplique,apliquemos,apliquen,
aplicar__imperfecto_subjuntivo,248,aplicar,aplicar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,aplicara,aplicaras,aplicara,aplicáramos,aplicaran,
aplicar__imperativo,248,aplicar,aplicar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,aplica / no apliques,aplique / no aplique,apliquemos / no apliquemos,apliquen / no apliquen,
encontrarse__presente_indicativo,249,encontrarse,encontrar,presente_indicativo,Presente,irregular,ar,sí,o→ue,sí,me encuentro,te encuentras,se encuentra,nos encontramos,se encuentran,
encontrarse__preterito,249,encontrarse,encontrar,preterito,Pretérito,regular,ar,sí,regular,sí,me encontré,te encontraste,se encontró,nos encontramos,se encontraron,
encontrarse__imperfecto,249,encontrarse,encontrar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me encontraba,te encontrabas,se encontraba,nos encontrábamos,se encontraban,
encontrarse__futuro,249,encontrarse,encontrar,futuro,Futuro,regular,ar,sí,regular,sí,me encontraré,te encontrarás,se encontrará,nos encontraremos,se encontrarán,
encontrarse__condicional,249,encontrarse,encontrar,condicional,Condicional,regular,ar,sí,regular,sí,me encontraría,te encontrarías,se encontraría,nos encontraríamos,se encontrarían,
encontrarse__presente_subjuntivo,249,encontrarse,encontrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,o→ue,sí,me encuentre,te encuentres,se encuentre,nos encontremos,se encuentren,
encontrarse__imperfecto_subjuntivo,249,encontrarse,encontrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me encontrara,te encontraras,se encontrara,nos encontráramos,se encontraran,
encontrarse__imperativo,249,encontrarse,encontrar,imperativo,Imperativo,irregular,ar,sí,o→ue,sí,,encuéntrate / no te encuentres,encuéntrese / no se encuentre,encontrémonos / no nos encontremos,encuéntrense / no se encuentren,
conseguir__presente_indicativo,251,conseguir,conseguir,presente_indicativo,Presente,irregular,ir,no,e→i,sí,consigo,consigues,consigue,conseguimos,consiguen,
conseguir__preterito,251,conseguir,conseguir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,conseguí,conseguiste,consiguió,conseguimos,consiguieron,
conseguir__imperfecto,251,conseguir,conseguir,imperfecto,Imperfecto,regular,ir,no,regular,sí,conseguía,conseguías,conseguía,conseguíamos,conseguían,
conseguir__futuro,251,conseguir,conseguir,futuro,Futuro,regular,ir,no,regular,sí,conseguiré,conseguirás,conseguirá,conseguiremos,conseguirán,
conseguir__condicional,251,conseguir,conseguir,condicional,Condicional,regular,ir,no,regular,sí,conseguiría,conseguirías,conseguiría,conseguiríamos,conseguirían,
conseguir__presente_subjuntivo,251,conseguir,conseguir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→i,sí,consiga,consigas,consiga,consigamos,consigan,
conseguir__imperfecto_subjuntivo,251,conseguir,conseguir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,consiguiera,consiguieras,consiguiera,consiguiéramos,consiguieran,
conseguir__imperativo,251,conseguir,conseguir,imperativo,Imperativo,irregular,ir,no,e→i,sí,,consigue / no consigas,consiga / no consiga,consigamos / no consigamos,consigan / no consigan,
prender__presente_indicativo,257,prender,prender,presente_indicativo,Presente,regular,er,no,regular,sí,prendo,prendes,prende,prendemos,prenden,
prender__preterito,257,prender,prender,preterito,Pretérito,regular,er,no,regular,sí,prendí,prendiste,prendió,prendimos,prendieron,
prender__imperfecto,257,prender,prender,imperfecto,Imperfecto,regular,er,no,regular,sí,prendía,prendías,prendía,prendíamos,prendían,
prender__futuro,257,prender,prender,futuro,Futuro,regular,er,no,regular,sí,prenderé,prenderás,prenderá,prenderemos,prenderán,
prender__condicional,257,prender,prender,condicional,Condicional,regular,er,no,regular,sí,prendería,prenderías,prendería,prenderíamos,prenderían,
